target_word	sim_word	is_sim
抗焦虑	花丽曼	0
Joie	花丽曼	0
faroma	花丽曼	0
心率	计步	0
计步器	计步	0
MAMBO	计步	0
智能手环	计步	0
链百搭	链套	0
黑丝袜	防勾丝显瘦	0
肉丝	防勾丝显瘦	0
jmsolution	青光	0
杞里	饼皮	0
红糖	黑糖	1
姜茶	黑糖	0
井田	CANMAKE	0
第三眼	CANMAKE	0
CW1817	CW1801	0
CW1818	CW1801	0
CW1802	CW1801	0
CW1819	CW1801	0
CW1803	CW1801	0
SELECT100	DH	0
贝印	DH	0
kai	DH	0
纯爱	MOJITO	0
L22	XL19	0
宝款	XL19	0
扩胸器	仰卧起坐	0
跑步机	仰卧起坐	0
器材	仰卧起坐	0
运动器材	仰卧起坐	0
俯卧撑	仰卧起坐	0
腹器	仰卧起坐	0
健身器材	仰卧起坐	0
拉力器	仰卧起坐	0
腹肌	仰卧起坐	0
胸肌	仰卧起坐	0
臂力	仰卧起坐	0
呼啦圈	仰卧起坐	0
陪得	压马路	0
水护新	原水	0
密凝润	原水	0
无忧	售后	0
孕妈	孕期	0
修颜	定妆	0
持妆	定妆	1
平檐	弯檐	0
哈帽	弯檐	0
软顶	弯檐	0
棒球帽	弯檐	0
平沿	弯檐	0
匀净	无瑕	0
无暇	无瑕	1
光感	无瑕	0
透亮	无瑕	0
钥匙包	杜尔	0
驾驶证	杜尔	0
DUER	杜尔	0
紫檀	柏贝卡	0
南瓜籽	炒货	0
奶油味	炒货	0
膨化	炒货	0
甘源	炒货	0
休闲零食	炒货	0
糕点	炒货	0
沃隆	炒货	0
多味	炒货	0
薯片	炒货	0
小点心	炒货	0
素食	炒货	0
小吃	炒货	0
憨豆熊	炒货	0
散装	炒货	0
卤味	炒货	0
蜜饯	炒货	0
连体衣	爬服	0
哈衣	爬服	1
诺优能	牛栏	0
微笑如花	秋水再度	0
拼色	系带	0
绑带	系带	1
枣片	花生米	0
肉脯	花生米	0
若羌	花生米	0
核桃肉	花生米	0
豆制品	花生米	0
虾片	花生米	0
鱿鱼丝	花生米	0
提子	花生米	0
豆干	花生米	0
巴旦	花生米	0
五香	花生米	0
灰枣	花生米	0
凤爪	花生米	0
面筋	花生米	0
番薯	花生米	0
枣泥	花生米	0
冬枣	花生米	0
牛轧奶	花生米	0
脆片	花生米	0
薄脆	花生米	0
麻辣味	花生米	0
沃隆	花生米	0
鸭脖子	花生米	0
麦得隆	花生米	0
脆皮	花生米	0
盐焗鸡	花生米	0
鱼皮	花生米	0
花生豆	花生米	0
牛轧糖	花生米	0
薄壳	花生米	0
豆皮	花生米	0
椰片	花生米	0
鸡爪	花生米	0
麻薯	花生米	0
辣条	花生米	0
鱿鱼片	花生米	0
散装	花生米	0
海味	花生米	0
木仁	花生米	0
澳兰	袋鼠妈妈	0
亲润	袋鼠妈妈	0
十月天使	袋鼠妈妈	0
子初	袋鼠妈妈	0
耐高温	防烫	0
隔热	防烫	0
和田玉	青玉	0
美宝莲	魅可	0
MAC	魅可	0
芭比波朗	魅可	0
雅诗兰黛	魅可	0
MAYBELLINE	魅可	0
蜜丝佛陀	魅可	0
必胜马	BSMA	0
CW1803	CW1802	0
CW1817	CW1802	0
CW1801	CW1802	0
WBU	GYBU	0
GYB	GYBU	0
ADICTT	GYBU	0
ADICTK	GYBU	0
BKR	GYBU	0
ADICTTW	GYBU	0
BBU	GYBU	0
ADITSG1	GYBU	0
ADITSG2	GYBU	0
Fix	Pe	0
L54	S84	0
NB90	S84	0
XL38	S84	0
M64	S84	0
XL42	S84	0
妆前乳	SPF20	0
SPF20PA	SPF20	1
SPF	SPF20	1
SPF25	SPF20	1
SPF22	SPF20	0
SPF30	SPF20	1
SPF50	SPF20	0
PA	SPF20	0
ugg	ies	0
银装	ies	0
三世	三生	0
斑布	丝飘	0
布洛克	乐福	0
艾莲	佩琦	0
纤美媛	佩琦	0
柏莎	佩琦	0
铝框	包角	0
框箱	包角	0
桃仁	南瓜子	0
南瓜籽	南瓜子	0
肉脯	南瓜子	0
瓜子仁	南瓜子	0
炒米	南瓜子	0
肉类零食	南瓜子	0
青豆	南瓜子	0
蟹黄	南瓜子	0
蚕豆	南瓜子	0
泡椒	南瓜子	0
锅巴	南瓜子	0
说明	各个	0
断层	吸液	0
柔薄	吸液	0
擦伤	咬伤	0
蜇伤	咬伤	0
割伤	咬伤	0
番薯	地瓜干	0
PPSU	宽口	0
宽口径	宽口	1
贝儿欣	宽口	0
企业	居为	0
符合人体	工程学	0
金镶玉	平安扣	0
和田玉	平安扣	0
观音	平安扣	0
碧玉	平安扣	0
和田	平安扣	0
冰种	平安扣	0
软顶	平檐	0
弯檐	平檐	0
卷筒纸	手纸	1
厕纸	手纸	1
有芯卷纸	手纸	1
纯品	手纸	0
卷纸	手纸	1
诱惑力	挑逗	0
大盖	柔全	0
人字拖	沙滩鞋	0
梦娜	浪莎	0
无辐射	灭蚊	0
若羌	灰枣	0
薄皮	灰枣	0
BA2	瑜伽垫	0
眼部	眼周	1
床单	苏娜	0
床上用品	苏娜	0
国际	苏娜	0
焕现	莹亮	0
亮泽	莹亮	1
绝地	转接头	0
type	转接头	0
USB3	转接头	0
求生	转接头	0
转换器	转接头	1
音频	转接头	0
转接线	转接头	0
线器	转接头	0
P9	转接头	0
音频线	转接头	0
短靴	雪地靴	0
女靴	雪地靴	0
棉鞋	雪地靴	0
靴子	雪地靴	0
短筒	雪地靴	0
马丁靴	雪地靴	0
百特	飞科	0
理发器	飞科	0
奔腾	飞科	0
雷瓦	飞科	0
POVOS	飞科	0
伴手	香楠	0
脆爽	香楠	0
喜糖	香楠	0
牛轧糖	香楠	0
牛轧	香楠	0
沃隆	香楠	0
脆皮	香楠	0
呖德	香楠	0
诺梵	香楠	0
CW1801	CW1803	0
CW1818	CW1803	0
CW1817	CW1803	0
CW1802	CW1803	0
CW1819	CW1803	0
lam	Ever	0
暗记	PILOT	0
百乐	PILOT	0
nic	Profi	0
DR	WU	0
gx5	gx1	0
gX2	gx1	0
gX3	gx1	0
Swim	train	0
充电电池	七号	0
助听器	七号	0
防脱发	丰添	0
很高	享有	0
声誉	享有	0
铸就	制度	0
刷头	刷毛	1
鲜虾	味虾	1
条豆果	味虾	0
斯特	大洋霸	0
迪赛吉普	大洋霸	0
路狄夫	大洋霸	0
诺德	大洋霸	0
佛手柑	天竺葵	0
海盐	天竺葵	0
大马士革	天竺葵	0
鼠尾草	天竺葵	0
芍药	天竺葵	0
罗勒	天竺葵	0
lique	天竺葵	0
橙花	天竺葵	0
蕴含	富含	1
添加	富含	0
萃取	富含	0
含有	富含	1
肃静	幸会	0
回避	幸会	0
久仰	幸会	0
秦时	幸会	0
套件	床品	0
床单	床品	1
下围	底围	1
美洲野牛	手包	0
手拿包	手包	1
中秋月饼	月饼	0
靓彩	水之密语	0
lumi	法语	0
ere	法语	0
启蒙认知	澳贝	0
喜宝	爱他美	0
惠氏	爱他美	0
称重	电子称	0
体脂	电子称	0
电子秤	电子称	1
体重秤	电子称	0
水杨酸	神经酰胺	0
多肽	神经酰胺	0
烟酰胺	神经酰胺	1
传明酸	神经酰胺	0
改善	缓解	0
腋毛	脚器	0
修脚	脚器	0
金稻	脚器	0
后调	苦涩	0
博柏利	范思哲	0
宝格丽	范思哲	0
versace	范思哲	0
菲拉格慕	范思哲	0
GUCCI	范思哲	0
古驰	范思哲	0
寄情	范思哲	0
男士香水	范思哲	0
奶粉罐	茶叶罐	0
平阴	荷叶茶	0
冬瓜	荷叶茶	0
重瓣	荷叶茶	0
成歌	诗语	0
kawaii	赞叹	0
零钱包	钱包	1
声音	音乐	0
灯光	音乐	0
东北	鸭舌	0
依娜	BON	0
咸素	BON	0
爱满里	BON	0
露雪	BON	0
美实	BON	0
依娜实	BON	0
吻你一生	BON	0
兰蔻	Lan	0
蒂托	RAYON	0
人造纤维	RAYON	0
TETORON	RAYON	0
抗焦虑	REMAP	0
SPF20	SPF22	0
SPF50	SPF22	0
EN	WV	0
X9	X7	0
充头	X7	0
et	cr	0
Se	cr	0
涂抹	上妆	0
上色	上妆	0
包斜	包可	0
包潮	包可	0
洗发露	发乳	1
护发素	发乳	0
发霜	发乳	0
护发乳	发乳	0
方头	方跟	0
法蒂娜	方跟	0
皮带扣	方跟	0
深口	方跟	0
润致	润燥	0
焕活肌底	润燥	0
面贴膜	润燥	0
痱子粉	爽身粉	1
湿疹	爽身粉	0
爽身	爽身粉	1
松花粉	爽身粉	0
珠红绳	珠黑	0
女童	男童	1
童装	男童	0
影视剧	碧云	0
舒克	纳美	0
舒客	纳美	0
顺产	腹带	0
舒克	舒客	0
纳美	舒客	0
魅可	蜜丝佛陀	0
美宝莲	蜜丝佛陀	0
Max	蜜丝佛陀	0
MAC	蜜丝佛陀	0
芭比波朗	蜜丝佛陀	0
wn	蜜丝佛陀	0
MAYBELLINE	蜜丝佛陀	0
雅诗兰黛	蜜丝佛陀	0
宫中	蜜皂	0
LARSLARSEN	链带	0
指针	链带	0
发绳	马尾	0
发饰	马尾	0
头绳	马尾	0
发卡	马尾	0
发圈	马尾	0
发夹	马尾	0
盘发	马尾	0
头箍	马尾	0
皱纹	黑眼圈	0
眼袋	黑眼圈	1
干纹	黑眼圈	0
东菱	DL	0
APPLE	IPHONE7	0
面仔	Mell	0
欧莱雅	Ore	0
bey	TAFUCO	0
保温桶	TAFUCO	0
PaulFra	TAFUCO	0
烧杯	TAFUCO	0
泰福高	TAFUCO	0
gX2	gx3	0
gx4	gx3	0
辛香	主轴	0
欧培	优敏	0
整体式	具具	0
多效	净润	0
卸妆洁面	净润	0
卸妆水	净润	0
净颜	净润	0
剃须刀	刮胡刀	1
两折	女士钱包	0
票夹	女士钱包	0
密爱	无痕无圈	0
眉形	根根	0
枣片	椒盐	0
炒米	椒盐	0
条豆果	椒盐	0
脆爽	椒盐	0
果丹皮	椒盐	0
花味	椒盐	0
靖江	椒盐	0
咸干	椒盐	0
牛轧奶	椒盐	0
鲜虾	椒盐	0
鸭脖子	椒盐	0
西瓜子	椒盐	0
铁蛋	椒盐	0
小面包	椒盐	0
杂锦	椒盐	0
吐鲁番	椒盐	0
锅巴	椒盐	0
鸭掌	椒盐	0
新女	欧时力	0
ochirly	欧时力	0
甜辣	泡椒	0
腰果	泡椒	0
五香	泡椒	0
凤爪	泡椒	0
开心果	泡椒	0
南瓜子	泡椒	0
巴旦木	泡椒	0
薄饼	泡椒	0
烘培	烘焙	1
KM	猩猩	0
王维	环贴	0
痘痘	痘印	1
粗大	痘印	0
斑点	痘印	0
暗沉	痘印	0
满脸	痘印	0
瑕疵	痘印	0
粉刺	痘印	0
黑色素	痘印	1
色斑	痘印	0
中国香港	睿量	0
柒格格	罗兰院长	0
千黛名媛	罗兰院长	0
简佰格	罗兰院长	0
碧唇	蓝罐	0
路狄夫	迪赛吉普	0
诺德	迪赛吉普	0
大洋霸	迪赛吉普	0
互动性	随意性	0
fet	Buf	0
tyBuf	Buf	0
CW1812	CW1806	0
ique	Cl	0
倩碧	Cl	0
初弎	DRA	0
DRACONITE	DRA	0
ra	Pi	0
AK	S88	0
充头	X9	0
X7	X9	0
od	ct	0
商品	ct	0
gx3	gx4	0
gx5	gx4	0
gX1	gx4	0
gX2	gx4	0
欧米兰	omi	0
花萃	亮采	0
维果	亮采	0
雪纺连衣裙	假两件连衣裙	0
两件套连衣裙	假两件连衣裙	1
牛仔连衣裙	假两件连衣裙	0
短袖连衣裙	假两件连衣裙	0
长袖连衣裙	假两件连衣裙	0
老花	包小方	0
挎女	包小方	0
包菱格	包小方	0
妆效	妆面	0
麦晴	娥绿	0
宿街	宿松	0
宿丑	宿松	0
宿潮	宿松	0
切出	小刀	0
九分牛仔裤	小脚牛仔裤	0
银粉	帕石	0
银镀	帕石	0
银托	帕石	0
器材	扭腰	0
甩脂机	扭腰	0
俯卧撑	扭腰	0
亦潮	新展	0
行李箱	旅行箱	1
炫色	漆光	0
持色	漆光	0
雪晶	灵焕亮	0
指示灯	电量	0
薇诺娜	肌研	0
曼秀雷敦	肌研	0
润美	肌研	0
森田	肌研	0
极润	肌研	0
多元智能	脑力	0
ZPT	茶籽	0
滋源	茶籽	0
去屑	茶籽	0
固发	茶籽	0
雪纺连衣裙	蕾丝连衣裙	0
鱼尾裙	蕾丝连衣裙	0
行万里路	读万卷书	0
红绳	路路通	0
足金	路路通	0
转运	路路通	0
禾果	香港	0
依蓓娅	MFYZ	0
fet	NATURALS	0
摩洛哥油	NATURALS	0
天然之扉	NATURALS	0
AOG	NATURALS	0
PA	SPF25	0
SPF20	SPF25	1
SPF35	SPF25	1
SPF50	SPF25	0
SPF20PA	SPF25	0
SPF	SPF25	0
自然色	SPF25	0
gX2	gx5	0
gX3	gx5	0
gx4	gx5	0
gx1	gx5	0
迸发出	世人	0
ASICS	亚瑟士	0
澳佳宝	保健品	0
四海	八荒	0
懒牛	卡卡小姐	0
澳贝	启蒙认知	0
布书	启蒙认知	0
保鲜	密封	0
一万年	意中人	0
收腹	提臀	0
微信	来电	0
OLED	来电	0
监测	来电	0
拒接	来电	0
氨基	椰香	0
真皮	牛皮	1
头层	牛皮	0
男性	男人	1
蜜粉	粉饼	1
胸花	胸针	1
赘肉	腹部	0
大小头	裤加绒	0
FARLIN	贝比	0
防呛	贝比	0
安儿欣	贝比	0
华林	贝比	0
迪赛吉普	路狄夫	0
斯特	路狄夫	0
诺德	路狄夫	0
大洋霸	路狄夫	0
依依	逛舞	0
包夜	长夜	0
长久	长时间	0
持续	长时间	0
摇盖	马赛	0
甘源	鲜虾	0
条豆果	鲜虾	0
味虾	鲜虾	1
牌原	鸭脖子	0
甘栗仁	鸭脖子	0
地瓜干	鸭脖子	0
优格	鸭脖子	0
松仁	鸭脖子	0
小面包	麦得隆	0
BKR	BBU	0
BUW	BBU	0
WBU	BBU	0
ADITSG1	BBU	0
ADITSG2	BBU	0
GYBU	BBU	0
GYB	BBU	0
ADICTT	BBU	0
ADITSG2SMU	BBU	0
CW1812	CW1808	0
CW1806	CW1808	0
CW1813	CW1808	0
浩酷	HOCO	0
满锆	JUSTMUSOU	0
QL2018	QL	1
Phili	ps	0
雁过留声	仙姿玉貌	0
厨房收纳	保鲜盒	0
密封罐	保鲜盒	0
乐亿多	保鲜盒	0
签收	内物	0
拒收	内物	0
当面	内物	0
全框	双梁	0
多边形	双梁	0
细框	双梁	0
大圆	双梁	0
黑超	双梁	0
可配	双梁	0
inmix	双梁	0
太子	双梁	0
多边	双梁	0
JIGOTT	双梁	0
夹片	双梁	0
冰片	古樟	0
润丝	嫩细滑	0
艾微妮	安欣娅	0
蝶恋霏	安欣娅	0
KK	希尔凯	0
咸素	极差	0
吻你一生	极差	0
发尾	毛糙	0
醒肤	水活	0
烤海	流油	0
鸭蛋	流油	0
镀铬	火机	0
打火机	火机	1
赋活	焕颜	0
焕亮	焕颜	1
净白	焕颜	1
焕采	焕颜	1
焕白	焕颜	0
焕彩	焕颜	0
波波	球池	0
帐篷	球池	0
精纯	精粹	1
复合物	精粹	0
精华	精粹	1
精萃	精粹	1
特技	翻斗车	0
翻斗	翻斗车	0
MISSHA	谜尚	0
石斛	金钗	0
信用卡	驾照	0
卡夹	驾照	0
摩飞	RICHARDS	0
MORPHY	RICHARDS	0
手机壳	phone	0
爱他美	pt	0
ami	pt	0
澳洲爱他美	pt	0
千叶	五月	0
更进一步	亲护	0
亲体	亲护	0
闪光灯	光灯	1
后津	凝香平	0
率享	凝香平	0
红华	凝香平	0
情趣内衣	制服	0
淡妆	卸除	0
彩妆	卸除	0
镜架	圆框	0
大框	圆框	0
全框	圆框	0
多边形	圆框	0
镜片	圆框	0
眼镜架	圆框	0
可配	圆框	0
平光镜	圆框	0
眼镜框	圆框	0
音米	圆框	0
镜框	圆框	0
方框	圆框	0
妙贝乐	塑身衣	0
妙奈尔	塑身衣	0
康美婷	婷美	0
月饼	小饼	0
近视镜	护目镜	0
护目	护目镜	1
亲生	捡来	0
安卓	数据线	0
星语	星愿	0
香水品牌	杜嘉班纳	0
普拉达	杜嘉班纳	0
拴住	来世	0
侵害	污染	0
体育用品	沙袋	0
绑腿	沙袋	0
烤机	烤盘	0
条钉	珍贝	0
字面	珍贝	0
发量	生物素	0
胡萝卜	番茄	0
三文鱼	番茄	0
鳕鱼	番茄	0
ZSYG	紫衫衣阁	0
衣度百科	紫衫衣阁	0
HYLS	紫衫衣阁	0
眼眸	美眸	1
毛卷	翘器	0
睫毛夹	翘器	0
理肤泉	薇姿	0
VICHY	薇姿	0
旅行箱	行李箱	1
高跟凉鞋	金丝兔	0
露趾凉鞋	金丝兔	0
工作鞋	金丝兔	0
古奇天伦	金丝兔	0
玛丽兰	金丝兔	0
高跟鞋	金丝兔	0
尖头鞋	金丝兔	0
LARSEN	雅尊	0
蒂珂	DQ	0
娇兰	Gue	0
rl	Gue	0
海蓝之谜	OLAY	0
玉兰油	OLAY	0
ESS	SLIM	0
D2M	SLIM	0
汤米诺	Time	0
RoaD	Time	0
t恤	T恤	1
惠氏	Wyeth	0
满趣健	munchkin	0
润致	优活	0
滋盈肌本	优活	0
新恒美	优活	0
白活	优活	0
卓能焕	优活	0
包孕	入院	0
情意	共舞	0
SBS	国际品牌	0
墨镜	太阳镜	1
偏光	太阳镜	0
珠玉传奇	太阳镜	0
OREAL	巴黎欧莱雅	0
诺亚	恩卓	0
三轮车	恩卓	0
T306	恩卓	0
jee	恩芝	0
家居装饰	摆设	0
老坑	新种	0
爱仕达	明火	0
燃气灶	明火	0
电磁炉	明火	0
炉灶	明火	0
燃气	明火	0
润滑液	润滑油	1
房事	润滑油	0
人体润滑	润滑油	0
性用品	润滑油	0
cat	狼逖猫	0
痘坑	痘痕	0
七宝	祥瑞	0
beiens	纽奇	0
贝恩施	纽奇	0
澳乐	纽奇	0
欧培	纽奇	0
料理机	绞肉	0
豆浆	绞肉	0
JYL	绞肉	0
MORPHY	绞肉	0
贝珠	耳坠	0
耳钉	耳坠	1
耳饰	耳坠	0
耳线	耳坠	0
耳环	耳坠	1
麦冬	茯苓	0
薏仁	茯苓	0
BINGER	陈小春	0
百特	雷瓦	0
卓尔	鞋品	0
FX	风净色	0
香包	香袋	0
芳香剂	香袋	0
铁三角	魔音	0
HIFI	魔音	0
手机耳机	魔音	0
ATH	魔音	0
耳塞式	魔音	0
AKG	魔音	0
爱科技	魔音	0
KDN2018	CL2018	0
CL	CL2018	1
YYM	CL2018	0
基层	DERMALIFT	0
WU	DR	0
达尔	DR	0
吸入式	JYW	0
光触媒	JYW	0
T01	JYW	0
IWC	MEEK	0
LOVERS	MEEK	0
gX3	gX1	1
gx1	gX1	1
gx4	gX1	0
il	we	0
天亮	一觉	0
收到	为准	0
实物	为准	0
色差	为准	0
请以	为准	0
清爽型	亮润	0
秋衣	保暖内衣	0
秋裤	保暖内衣	0
保暖套装	保暖内衣	1
内衣套装	保暖内衣	0
包赔	冷链	0
阳澄湖	冷链	0
乳霜	凝霜	0
冰棍	削皮刀	0
水果刀	削皮刀	0
去皮	削皮刀	0
削皮器	削皮刀	0
同仁堂	北京	0
百草味	口口福	0
良品铺子	口口福	0
憨豆熊	口口福	0
太太	口口福	0
正香源	口口福	0
蜀道香	口口福	0
果脯	口口福	0
吉普盾	吉圃	0
战地	吉圃	0
FL	吉圃	0
恢复健康	回复	0
维持	回复	0
重塑	回复	0
充盈	回复	0
重现	回复	0
焕发	回复	0
再现	回复	0
绽现	回复	0
镶仿	大颗	0
身贴	宫贴	0
宝贴	宫贴	0
摆件	家居装饰	0
摆设	家居装饰	0
依蓓娅	慕飞	0
UOGOO	池枫	0
TATYANA	池枫	0
蝶恋霏	池枫	0
ET	池枫	0
箭牌	洁森	0
阿瓦隆	洁森	0
洗护品牌	洁森	0
浴盆	浴网	0
秋衣	秋裤	0
保暖内衣	秋裤	0
保暖套装	秋裤	0
米妮	米奇	1
玻璃杯	茶杯	0
物生物	茶杯	0
防止	避免	0
午餐	食品盒	0
佛手柑	黑莓	0
胡椒	黑莓	0
月桂	黑莓	0
鸢尾	黑莓	0
罗勒	黑莓	0
栀子花	黑莓	0
鸢尾花	黑莓	0
揉合	黑莓	0
倦容	黯哑	0
黯淡	黯哑	0
无光泽	黯哑	0
暗哑	黯哑	1
AC4014	AC4081	0
烟尘	AC4081	0
WK	REMAX	0
gx5	gX2	0
gx1	gX2	0
gx3	gX2	0
gx4	gX2	0
乐菲尔	mood	0
妙迪	mood	0
金属丝	乔薇依	0
防辐射服	乔薇依	0
由内而外	充盈	0
亮泽	光泽	1
光彩	光泽	1
杰士邦	冈本	0
杜蕾斯	冈本	0
避孕套	冈本	0
连帽卫衣	卫衣	0
发带	头饰	0
头绳	头饰	0
发圈	头饰	0
发夹	头饰	0
发饰	头饰	1
发箍	头饰	0
发卡	头饰	0
平安	富贵	0
手霜	护手霜	1
接线板	排插	0
插排	插板	0
碧欧泉	欧莱雅	0
Ore	欧莱雅	0
洁面	洗面奶	1
洁面乳	洗面奶	1
碧蓝	海韵	0
蓝月亮	消毒液	0
滴露	消毒液	0
威露士	消毒液	0
大黄蜂	演示	0
漂移	演示	0
理疗	热敷	0
揉合	甜橙	0
葡萄柚	甜橙	0
光辐射	电脑护目镜	0
眼周	眼部	1
实证	科学态度	0
山野农夫	老金磨方	0
桂圆	老金磨方	0
红枣	老金磨方	0
固发	育发	0
三文鱼	西兰花	0
鸡肉	西兰花	0
菠菜	西兰花	0
亨氏	西兰花	0
优加	西兰花	0
淮山	西兰花	0
猪肝	西兰花	0
线面	西兰花	0
合生元	贝塔	0
原金	贝塔	0
松塔	酥饼	0
榴莲	酥饼	0
无核	酥饼	0
甘甜	醇厚	0
碧螺春	铁观音	0
进门	门口	0
玉凝	雪玉凝	1
跑鞋	飞织	0
交领	齐腰	0
对襟	齐腰	0
齐胸	齐腰	0
MEEK	EOLIA	0
连尼亚	EOLIA	0
伊丽莎白雅顿	Eli	0
beth	Eli	0
EVE	LOM	0
Fra	Paul	0
镁铝合金	TSA	0
密码锁	TSA	0
海关	TSA	0
L88	XL84	0
漫步者	fier	0
gx1	gX3	0
gx5	gX3	0
gX1	gX3	1
安全带	五点	0
不禁	令人难忘	0
水份	养分	0
细胞	养分	0
削皮器	刮皮	1
颜润	卓颜	0
裙套装	吊带裙	0
连衣	吊带裙	0
神经酰胺	多肽	0
狄拉达	天弗兰	0
斯舒郎	天弗兰	0
阿吉太	天弗兰	0
银鱼	如愿	0
如你所愿	如愿	0
宿松	宿街	0
韩版街	宿街	0
脱妆	晕染	0
上色	晕染	0
绮娜	普莱	0
标致	棱线	0
蝴蝶结	甜美	0
痘印	痘痘	1
粗大	痘痘	0
黑头	痘痘	0
粉刺	痘痘	0
solove	素乐	0
亿觅	素乐	0
按摩棒	美眼	0
自拍器	自拍杆	1
光灯	自拍杆	0
架款	莱特堡	0
冬枣	虾片	0
条豆果	虾片	0
核桃肉	虾片	0
鹌鹑蛋	虾片	0
鸡爪	虾片	0
果丹皮	虾片	0
鲜虾	虾片	0
鸭脖子	虾片	0
鱼皮	虾片	0
海味	虾片	0
花生米	虾片	0
果碧根	虾片	0
鱿鱼片	虾片	0
巴旦	虾片	0
盐焗鸡	虾片	0
地瓜干	虾片	0
豆皮	虾片	0
甘栗仁	虾片	0
鱿鱼丝	虾片	0
欧索莱	软弹	0
代理商	采购	0
银单	银八心	0
银海	银八心	0
海盗船	银八心	0
银镶彩	银八心	0
银后	银八心	0
银鱼	银八心	0
含链	银八心	0
银圆	银八心	0
八心	银八心	0
银炫彩	银八心	0
八箭	银八心	0
银沙	银八心	0
银百搭	银八心	0
银仿	银八心	0
信用卡	银行卡	0
驾驶证	银行卡	0
卡片	银行卡	0
代配	Aria4	0
kai	KAI	0
乐康膏	Lax	0
s925	S925	1
CONVERSE	Van	0
范斯	Van	0
Bath	py	0
hera	py	0
肉色	丝袜	0
连裤袜	丝袜	0
防勾丝	丝袜	0
梦娜	丝袜	0
三支	两支	0
仪蒸	仪冷喷	0
睡衣套装	家居服	0
睡衣	家居服	0
吸液	断层	0
柔薄	断层	0
洛娜	斯洛伐克	0
欢庆	斯洛伐克	0
RONA	斯洛伐克	0
柔润	柔滑	1
丝滑	柔滑	1
柔嫩	柔滑	1
迷迭香	橙花	0
茉莉	橙花	0
大马士革	橙花	0
鼠尾草	橙花	0
佛手柑	橙花	0
牡丹	橙花	0
葡萄柚	橙花	0
天竺葵	橙花	0
千黛名媛	水桶	0
INME	水桶	0
香味	清香	1
气味	清香	0
花香	清香	1
芳香	清香	1
焕颜	焕彩	0
透白	焕彩	0
电磁	煮饭	0
珠玉传奇	玖宝百年	0
安肤	珍粹	0
BVLGARI	男士香水	0
versace	男士香水	0
女士香水	男士香水	1
寄情	男士香水	0
竹韵	男士香水	0
范思哲	男士香水	0
红景天	积雪草	0
人参	积雪草	0
衣篮	衣篓	0
VICHY	赫莲娜	0
六芒星	镶锆	0
立体声	降噪	0
江西	鸭肉	0
小饼	鸭肉	0
薄脆	鸭肉	0
SKIN	AHC	0
Fi	Pr	0
ice	Pr	0
she	Pr	0
丰胸	ZINI	0
KTV	免提	0
MAPA	公司	0
响纸	内容丰富	0
声光效果	内容丰富	0
玛丽黛佳	卡姿兰	0
菲奥娜	卡姿兰	0
玻儿	卡姿兰	0
鞋类	各有不同	0
参照	各有不同	0
务必	各有不同	0
对照表	各有不同	0
克里西蒙	吉野	0
红樱桃	头花	0
杯带	学饮杯	0
乐儿宝	学饮杯	0
PPSU	学饮杯	0
双手柄	学饮杯	0
金丝兔	尖头鞋	0
工作鞋	尖头鞋	0
鞋架	挂架	0
梳妆	挂架	0
托盘	挂架	0
免钉	挂架	0
器材	按摩椅	0
扭腰	按摩椅	0
跑步机	按摩椅	0
仰卧	按摩椅	0
推拿	按摩椅	0
高频	振动	0
长柄	清洁刷	0
鱿鱼	猪肉	0
光采	生机	0
男儿	男小	0
西兰花	线面	0
纯露	衡肤	0
lique	衡肤	0
趾拼色	趾夹脚	0
趾一字扣	趾夹脚	0
忿怒	麟儿	0
AS	ESS	0
SLIM	ESS	0
PT	ESS	0
D2M	ESS	0
KDN2018	YYM	0
YYM2018	YYM	1
CL2018	YYM	0
飞线	ZOOM	0
赤足	ZOOM	0
描画	一笔	0
源源	丰沛	0
滴滴	丰沛	0
充沛	丰沛	0
倾注	丰沛	0
问答	低幼	0
符奢	依蓓娅	0
MFYZ	依蓓娅	0
慕飞	依蓓娅	0
得姿	依蓓娅	0
五金	包身	0
豆蔻	含羞草	0
柠檬茶	大枣	0
柚子茶	大枣	0
黑胶	太阳伞	0
晴雨伞	太阳伞	1
晴雨	太阳伞	0
aya	妮泰雅	0
Ni	妮泰雅	0
杜西	尼亚	0
纽迪	希亚	0
德尔玛	手持式	0
平躺	换向	0
推行	换向	0
座位	换向	0
海滩	海边	1
度假	海边	0
保湿霜	润肤霜	1
滋润霜	润肤霜	0
润肤露	润肤霜	1
方扣	漆皮	0
黑芝麻	燕麦片	0
麦片	燕麦片	1
匀净	白皙	0
无瑕	白皙	0
剔透	白皙	0
透亮	白皙	0
水嫩	白皙	0
明亮	白皙	0
细滑	白皙	0
由内而外	白皙	0
光采	白皙	0
大燥	红吕	0
迅爽	蓝芯	0
酸角糕	蜀道香	0
天椒	蜀道香	0
帝罗	赛尔	0
DILO	赛尔	0
棉夏	赛尔	0
安娜	赛尔	0
空气净化器	除甲醛	0
氧吧	除甲醛	0
香辣	麻辣	1
良品铺子	麻辣	0
CW1863	CW1870	0
CW1860	CW1870	0
W1708	CW1870	0
CW1868	CW1870	0
XL52	L68	0
L56	L68	0
S58	L68	0
L46	L68	0
王维	L68	0
XL50	L68	0
XL21	L68	0
M80	L68	0
S92	L68	0
M46	L68	0
L24	L68	0
XL44	L68	0
XXL32	L68	0
M30	L68	0
NB62	L68	0
